TermeGen;ID_TG;TermeSpe;ID_TS;TA;ID_TA;Note;EP
GOTHA;12405;Go 244 (Gotha);12988;;;Le Go 244 est la version motorisée du planeur de transport de troupes Go 242;
CONSTRUCTEUR (C-H);33732;GOUBERT;31396;;;;
CONSTRUCTEUR (C-H);33732;GOURDOU-LESEURRE;12906;;;;
GOURDOU-LESEURRE;12906;GL-1 (Gourdou-Leseurre);33602;;;;GL-a (Gourdou-Leseurre)| Type A (Gourdou-Leseurre)
GOURDOU-LESEURRE;12906;GL-120 (Gourdou-Leseurre);12905;;;;
GOURDOU-LESEURRE;12906;GL-21 (Gourdou-Leseurre);33458;;;;GL b (Gourdou-Leseurre)| GL a (Gourdou-Leseurre)| GL 2 (Gourdou-Leseurre)
GOURDOU-LESEURRE;12906;GL-22 (Gourdou-Leseurre);12907;;;Le GL-22 est doté d'un moteur Hispano-Suiza de 180 ch. Conçu comme avion de chasse en 1920, il deviendra avion-école à partir de 1921. On distingue trois types de GL-22, l'aile étant changée à chaque fois :- 1920 : Envergure 9,4 m (chasseur, 20 exemplaires produits)- 1921 : Envergure 9,6 m (avion-école, 30 ex)- 1922 : Envergure 11m (avion-école, 1 exemplaire);ET.1 (Gourdou-Leseurre)| ET.2 (Goudou-Leseurre)
GOURDOU-LESEURRE;12906;GL-23 (Gourdou-Leseurre);33462;;;;GL-23 C1 (24) (Gourdou-Leseurre)| GL-23 TS (Gourdou-Leseurre)
GOURDOU-LESEURRE;12906;GL-24 (Gourdou-Leseurre);33465;;;;GL-24 (B6) (Gourdou-Leseurre)
GOURDOU-LESEURRE;12906;GL-25 (Gourdou-Leseurre);12911;;;"Racer dit ""CT"" train rentrant destiné à la Coupe Beaumont, désignation constructeur : GL-25";CT (Gourdou-Leseurre)
GOURDOU-LESEURRE;12906;GL-30 (Gourdou-Leseurre);12914; GL-25 (Gourdou-Leseurre);12911;;I.3 (Gourdou-leseurre)
GOURDOU-LESEURRE;12906;GL-31 C1 (Gourdou-Leseurre);33470;;;;
GOURDOU-LESEURRE;12906;GL-32 C1 (Gourdou-Leseurre);12920;;;;
GOURDOU-LESEURRE;12906;GL-33 C1 (Gourdou-Leseurre);12921;;;;
GOURDOU-LESEURRE;12906;GL-40 Gourdou-Leseurre);33480;;;;
GOURDOU-LESEURRE;12906;GL-410 Gourdou-Leseurre);33481;;;;
GOURDOU-LESEURRE;12906;GL-430 (Gourdou-Leseurre);33482;;;;
GOURDOU-LESEURRE;12906;GL-432 (Gourdou-Leseurre);33483;;;;
GOURDOU-LESEURRE;12906;GL-450 (Gourdou-Leseurre);33484;;;;
GOURDOU-LESEURRE;12906;GL-482 (Gourdou-Leseurre);33485;;;;
GOURDOU-LESEURRE;12906;GL-490 (Gourdou-Leseurre);33486;;;;
GOURDOU-LESEURRE;12906;GL-521 (Gourdou-Leseurre);33491;;;;
GOURDOU-LESEURRE;12906;GL-633 (Gourdou-Leseurre);33337;;;;
GOURDOU-LESEURRE;12906;GL-710 (Gourdou-Leseurre);33501;;;;
GOURDOU-LESEURRE;12906;GL-820 Hy (Gourdou-Leseurre);33497;;;;GL-831 Hy (Gourdou-Leseurre)| GL-821 Hy (Gourdou-Leseurre)| GL-832 Hy (Gourdou-Leseurre)
GOURDOU-LESEURRE;12906;GL-832 (Gourdou-Leseurre);31692;;;;
GOURDOU-LESEURRE;12906;L-3 (Gourdou-Leseurre);33492;;;;GL-810 Hy (Gourdou-Leseurre)| GL-811 Hy (Gourdou-Leseurre)| GL-812 Hy (Gourdou-Leseurre)| GL-813 Hy (Gourdou-Leseurre)
GOURDOU-LESEURRE;12906;TYPE F (Gourdou-Leseurre);33487;;;;GL-50 (Gourdou-Leseurre)
GOURDOU-LESEURRE;12906;TYPE H (Gourdou-Leseurre);33489;;;;GL-51 (Gourdou-Leseurre)
CONSTRUCTEUR (C-H);33732;GOVERNMENT AIRCRAFT FACTORIES;13068;;;;GAF
GOVERNMENT AIRCRAFT FACTORIES;13068;JINDIVIK (GAF);15405;;;;
GOVERNMENT AIRCRAFT FACTORIES;13068;NOMAD (GAF);20927;;;;
GOVERNMENT AIRCRAFT FACTORIES;13068;PIKA (GAF);15406; JINDIVIK (GAF);15405;;
CONSTRUCTEUR (C-H);33732;GRAAL AERO;13099;;;;
GRAAL AERO;13099;GRAAL (Graal Aéro);13098;;;;
CONSTRUCTEUR (C-H);33732;GRAHAME-WHITE;13106;;;;
CONSTRUCTEUR (C-H);33732;GREAT LAKES AIRCRAFT;5162;;;;GREAT LAKES AIRCRAFT Corp.
GREAT LAKES AIRCRAFT;5162;BG-1 (Great Lakes);5158;;;;XB2G-1 (Great Lakes)| B2G (Great Lakes)| XBG-1 (Great Lakes)
GREAT LAKES AIRCRAFT;5162;Model 2T (Great Lakes);19228;;;;
GREAT LAKES AIRCRAFT;5162;XTBG-1 AVENGER (Great Lakes);30244;;;;TBG AVENGER (Great Lakes)| AVENGER (Great Lakes)
CONSTRUCTEUR (C-H);33732;GRENET;13145;;;;
GRENET;13145;GRENET 47;13146;;;;
CONSTRUCTEUR (C-H);33732;GRIGOROVITCH;13157;;;;
GRIGOROVITCH;13157;I-Z (Grigorovitch);14558; Z-3 (Vakhmistrov)| Z-5 (Vakhmistrov);30471| 30475;;
GRIGOROVITCH;13157;I-ZW (Grigorovitch);14559; Z-7 (Vakhmistrov);14537;;
GRIGOROVITCH;13157;IP-1 (Grigorovitch);14928; Z-3 (Vakhmistrov);30471;;
GRIGOROVITCH;13157;M-11 (Grigorovitch);17529;;;;
GRIGOROVITCH;13157;M-15 (Grigorovitch);17547;;;;
GRIGOROVITCH;13157;M-16 (Grigorovitch);17553;;;;
GRIGOROVITCH;13157;M-2 (Grigorovitch);17569;;;;
GRIGOROVITCH;13157;M-20 (Grigorovitch);17573;;;;
GRIGOROVITCH;13157;M-24 (Grigorovitch);17590;;;;
GRIGOROVITCH;13157;M-5 (Grigorovitch);17616;;;;
GRIGOROVITCH;13157;M-9 (Grigorovitch);17639;;;;
CONSTRUCTEUR (C-H);33732;GROB AEROSPACE;12432; GROB MUSEUM (Mindelheim);13166;;GROB
GROB AEROSPACE;12432;G102 ASTIR (Grob);12429;;;;G 102 ASTIR (Grob)| ASTIR (Grob)
GROB AEROSPACE;12432;G103 TWIN II (Grob);12433;;;;TWIN 2 (Grob)| TWIN ACRO (Grob)| VIKING (Grob)| G 103 TWIN II (Grob)| TWIN ASTIR (Grob)| TWIN II (Grob)
G103 TWIN II (Grob);12433;G103C TWIN III (Grob);12440;;;;G 103C TWIN III (Grob)| TWIN III SL (Grob)| TWIN III (Grob)
GROB AEROSPACE;12432;G103C TWIN III (Grob);12440;;;;G 103C TWIN III (Grob)| TWIN III SL (Grob)| TWIN III (Grob)
GROB AEROSPACE;12432;G109 (Grob);12444;;;;G 109 (Grob)| VIGILANT (Grob)
GROB AEROSPACE;12432;G115 TUTOR (Grob);12449;;;;HERON (Grob)| TUTOR (Grob)| G 115 TUTOR (Grob)
G115 TUTOR (Grob);12449;G120 (Grob);12453;;;;G 120 (Grob)
GROB AEROSPACE;12432;G120 (Grob);12453;;;;G 120 (Grob)
GROB AEROSPACE;12432;G140 (Grob);12455;;;;G 140 (Grob)
G140 (Grob);12455;G145 (Grob);12457;;;;G 145 (Grob)
GROB AEROSPACE;12432;G145 (Grob);12457;;;;G 145 (Grob)
GROB AEROSPACE;12432;G160 RANGER (Grob);12461;;;;G 160 RANGER (Grob)| RANGER (Grob)
GROB AEROSPACE;12432;G180 SPn UTILITY JET (Grob);12464;;;;UTILITY JET (Grob)| G 180 SPn UTILITY JET (Grob)
G180 SPn UTILITY JET (Grob);12464;G600 (Grob);12503;;;Projet de drone HALE (High Altitude & Long Endurance) dérivé du Grob G180 SPn Utility Jet;G 600 (Grob)
GROB AEROSPACE;12432;G350 (Grob);12473;;;;G 350 (Grob)
GROB AEROSPACE;12432;G520 EGRETT (Grob E-Systems);12484;;;;EGRETT (Grob E-Systems)| STRATO 1 (Grob)| G 520 EGRETT (Grob E-Systems)
GROB AEROSPACE;12432;G600 (Grob);12503;;;Projet de drone HALE (High Altitude & Long Endurance) dérivé du Grob G180 SPn Utility Jet;G 600 (Grob)
GROB AEROSPACE;12432;G850 STRATO 2C (Grob);12510;;;;G 850 STRATO 2C (Grob)| STRATO 2C (Grob)
CONSTRUCTEUR (C-H);33732;GROEN BROTHERS AVIATION;13167;;;;GBA GYROPLANES| GBA
GROEN BROTHERS AVIATION;13167;GYROLIFTER (Groen Brothers);13330;;;;Advanced Manoeuvre Transport (Groen Brothers)| AMT (Groen Brothers)| FTR (Groen Brothers)| Future Transport Rotorcraft (Groen Brothers)
GROEN BROTHERS AVIATION;13167;HAWK 4T (Groen Brothers);13735;;;;JET HAWK 4T (Groen Brothers)
GROEN BROTHERS AVIATION;13167;REVCON 6G (Groen Brothers);6315;;;;REVolutionary CONcept 6G (Groen Brothers)
REVCON 6G (Groen Brothers);6315;C-337 SKYMASTER (Cessna);6309; F-337 SUPER SKYMASTER (Reims Aviation);11053;;SUPER SKYROCKET (Cessna)| SUPER SKYMASTER (Cessna)| O-2 SUPER SKYMASTER (Cessna)| SKYROCKET (Cessna)| SKYMASTER (Cessna)
GROEN BROTHERS AVIATION;13167;SPARROWHAWK (Groen Brothers);26187;;;;
CONSTRUCTEUR (C-H);33732;GRULICH;13182;;;;Deutscher Aero-Lloyd A.G.
GRULICH;13182;S.1 (Grulich);24396;;;;
CONSTRUCTEUR (C-H);33732;GRUMMAN;391; COLUMBIA AIRCRAFT [États-Unis 1927]| FC-1 XIALONG (CAC-PAC)| MEYER Corwin H.;6801| 11712| 18612;;
GRUMMAN;391;A-6 INTRUDER (Grumman);386;;;;A2F-1 INTRUDER (Grumman)| YA2F-1 INTRUDER (Grumman)| INTRUDER (Grumman)| EA-6A INTRUDER (Grumman)
GRUMMAN;391;AA-5 (Grumman-American Aviation);785; GULFSTREAM AEROSPACE;12336;;TIGER (Grumman)| TRAVELER (Grumman)| AG-5 (Grumman)| CHEETAH (Grumman)
GRUMMAN;391;AF-2 GUARDIAN (Grumman);1428;;;;TB3F GUARDIAN (Grumman)| GUARDIAN (Grumman)| G-82 GUARDIAN (Grumman)| XAF-1 GUARDIAN (Grumman)| AF-3 GUARDIAN (Grumman)
GRUMMAN;391;C-2 GREYHOUND (Grumman);6224;;;;GREYHOUND (Grumman)
GRUMMAN;391;Design 128G-12 (Grumman);392;;;Version monoréacteur dérivé de l'A-6A Intruder répondant au programme VA(L) de la Navy, dont le vainqueur sera le A-7 Corsair II de LTV;VA(L) (Grumman)
Design 128G-12 (Grumman);392;A-6 INTRUDER (Grumman);386;;;;A2F-1 INTRUDER (Grumman)| YA2F-1 INTRUDER (Grumman)| INTRUDER (Grumman)| EA-6A INTRUDER (Grumman)
GRUMMAN;391;E-1 TRACER (Grumman);9679;;;;TRACER (Grumman)
GRUMMAN;391;EA-6B PROWLER (Grumman);393; A-6 INTRUDER (Grumman);386;;PROWLER (grumman)| G-128 PROWLER (Grumman)
GRUMMAN;391;F-14 TOMCAT (Grumman);10992;;;;BOMBCAT (Grumman)| TOMCAT (Grumman)
GRUMMAN;391;F11F TIGER (Grumman);11388;;;;TIGER (Grumman)
GRUMMAN;391;F2F (Grumman);11415;;;;XF2F (Grumman)| GULFHAWK II (Grumman)
F2F (Grumman);11415;G-22 GULFHAWK II (Grumman);12345;;;Appareil conçu à la demande du pilote américain Al Williams, le Gulfhawk II combine les ailes du F2F et le fuselage du F3F;GULFHAWH II (Grumman)
GRUMMAN;391;F3F (Grumman);11428;;;;XF3F (Grumman)
F3F (Grumman);11428;G-22 GULFHAWK II (Grumman);12345;;;Appareil conçu à la demande du pilote américain Al Williams, le Gulfhawk II combine les ailes du F2F et le fuselage du F3F;GULFHAWH II (Grumman)
GRUMMAN;391;F4F WILDCAT (Grumman);11450;;;;WILDCAT (Grumman)| MARTLET (Grumman)
GRUMMAN;391;F6F HELLCAT (Grumman);11470;;;;HELLCAT (Grumman)
GRUMMAN;391;F7F TIGERCAT (Grumman);11480;;;;TIGERCAT (Grumman)
F7F TIGERCAT (Grumman);11480;XTB2F (Grumman);30241;;;;
GRUMMAN;391;F8F BEARCAT (Grumman);11495;;;;GULFHAWK IV (Grumman)| BEARCAT (Grumman)
GRUMMAN;391;F9F COUGAR (Grumman);11501;;;;F9F-6 COUGAR (Grumman)| COUGAR (Grumman)| F9F-7 COUGAR (Grumman)| G-93 COUGAR (Grumman)| F9F-8 COUGAR (Grumman)| XF9F-6 COUGAR (Grumman)
F9F COUGAR (Grumman);11501;F9F PANTHER (Grumman);11508;;;;F9F-2 PANTHER (Grumman)| F9F-3 PANTHER (Grumman)| F9F-4 PANTHER (Grumman)| F9F-5 PANTHER (Grumman)| PANTHER (Grumman)| G-79 PANTHER (Grumman)| XF9F-3 PANTHER (Grumman)| XF9F-2 PANTHER (Grumman)| XF9F-5 PANTHER (Grumman)| XF9F-4 PANTHER (Grumman)
GRUMMAN;391;F9F PANTHER (Grumman);11508;;;;F9F-2 PANTHER (Grumman)| F9F-3 PANTHER (Grumman)| F9F-4 PANTHER (Grumman)| F9F-5 PANTHER (Grumman)| PANTHER (Grumman)| G-79 PANTHER (Grumman)| XF9F-3 PANTHER (Grumman)| XF9F-2 PANTHER (Grumman)| XF9F-5 PANTHER (Grumman)| XF9F-4 PANTHER (Grumman)
GRUMMAN;391;FF-1 (Grumman);11770;;;;GOBLIN (Grumman)| G-5 (Grumman)| XFF-1 (Grumman)| SF-1 (Grumman)| FF-2 (Grumman)| DELFIN (Grumman)| G-23 GOBLIN (Grumman)| G-23 DELFIN (Grumman)| XSF-2 (Grumman)| XSBF-1 (Grumman)| XSF-1 (Grumman)
GRUMMAN;391;G-159 GULFSTREAM I (Grumman);394; A-6 INTRUDER (Grumman);386;;ACADEME (Grumman)| TC-4C ACADEME (Grumman)| VC-4A (Grumman)| GULFSTERAM I (Grumman)| G-426 (Grumman)
GRUMMAN;391;G-164 AG-CAT (Grumman-Schweizer);12337;;;;AG-CAT (Grumman)
G-164 AG-CAT (Grumman-Schweizer);12337;SCHWEIZER AIRCRAFT;19233; X2TD (Sikorsky-Schweizer);29917;;SCHWEIZER AIRCRAFT Corp.
SCHWEIZER AIRCRAFT;19233;Model 300 (Schweizer);14434;;;;Model 300 (Hughes Helicopters)| HUGHES 300 (Hughes Helicopters)| Model 269 (Schweizer)
Model 300 (Schweizer);14434;HUGHES AIRCRAFT;13348; XH-17 (Kellett Aircraft);30086;;HUGHES HELICOPTERS
HUGHES AIRCRAFT;13348;H-1 (Hughes Aircraft);13347;;;;
HUGHES AIRCRAFT;13348;H-4 HERCULES (Hughes Aircraft);13440;;;;HERCULES (Hughes Aircraft)| SPRUCE GOOSE (Hughes Aircraft)| HK-1 (Hughes-Kaiser Aircraft)| H-4 HERCULES (Hughes Aircraft-Kayser)
HUGHES AIRCRAFT;13348;Model 500 (Hughes Helicopters);18422;;;;MD 500 (McDonnell Douglas)| HUGHES 500 (Hughes Helicopters)
Model 500 (Hughes Helicopters);18422;MD 520 (McDonnell Douglas);18417;;;;BLACK TIGER (McDonnell Douglas)| NO TAil Rotor (Hughes Aircraft)| NOTAR (Hughes Aircraft)| OH-6A NOTAR (Hughes Aircraft)
MD 520 (McDonnell Douglas);18417;ROTOR DE QUEUE;11753; FENESTRON| ROTOR DE QUEUE PROPULSIF;11749| 23984;;
Model 500 (Hughes Helicopters);18422;MD 530 (McDonnell Douglas);18424;;;;LIFTER (McDonnell Douglas)| DEFENDER (McDonnell Douglas)| NIGHTFOX (McDonnell Douglas)| LITTLE BIRD (McDonnell Douglas)
MD 530 (McDonnell Douglas);18424;OH-6 CAYUSE (Hughes Helicopters);21156;;;;YOH-6 (Hughes Helicopters)| YHO-6 (Hughes Helicopters)| Model 369 CAYUSE (Hughes Helicopters)| H-6 (Hughes Helicopters)| EH-6 CAYUSE (Hughes Helicopters)| AH-6 CAYUSE (Hughes Helicopters)| HO-6 (Hughes Helicopters)| MH-6 CAYUSE (Hughes Helicopters)| CAYUSE (Hughes Helicopters)| DEFENDER (Hughes Helicopters)| SCOUT DEFENDER (Hughes Helicopters)| DEFENDER II (Hughes Helicopters)
MD 530 (McDonnell Douglas);18424;ULB (Boeing);28716;;;L'ULB est version dronisée de l'hélicoptère MD 530F de McDonnell Douglas;Unmanned Little Bird (Boeing)
Model 500 (Hughes Helicopters);18422;MD 600 (McDonnell Douglas);18423;;;;
MD 600 (McDonnell Douglas);18423;MD 520 (McDonnell Douglas);18417;;;;BLACK TIGER (McDonnell Douglas)| NO TAil Rotor (Hughes Aircraft)| NOTAR (Hughes Aircraft)| OH-6A NOTAR (Hughes Aircraft)
MD 520 (McDonnell Douglas);18417;ROTOR DE QUEUE;11753; FENESTRON| ROTOR DE QUEUE PROPULSIF;11749| 23984;;
Model 500 (Hughes Helicopters);18422;OH-6 CAYUSE (Hughes Helicopters);21156;;;;YOH-6 (Hughes Helicopters)| YHO-6 (Hughes Helicopters)| Model 369 CAYUSE (Hughes Helicopters)| H-6 (Hughes Helicopters)| EH-6 CAYUSE (Hughes Helicopters)| AH-6 CAYUSE (Hughes Helicopters)| HO-6 (Hughes Helicopters)| MH-6 CAYUSE (Hughes Helicopters)| CAYUSE (Hughes Helicopters)| DEFENDER (Hughes Helicopters)| SCOUT DEFENDER (Hughes Helicopters)| DEFENDER II (Hughes Helicopters)
HUGHES AIRCRAFT;13348;XF-11 MYSTERY SHIP (Hughes Aircraft);30025;;;;F-11 (Hughes Aircraft)| D-2 (Hughes Aircraft)| R-11 (Hughes Aircraft)| MYSTERY SHIP (Hughes Aircraft)| D-5 (Hughes Aircraft)| XR-11 (Hughes Aircraft)
HUGHES AIRCRAFT;13348;XH-28 (Hughes Helicopters);30090; XH-17 (Kellett Aircraft);30086;;H-28 (Hughes Helicopters)
HUGHES AIRCRAFT;13348;XV-9 (Hughes Helicopters);30274;;;;Model 385 (Hughes Helicopters)| V-9 (Hughes Helicopters)| Model 365 (Hughes Helicopters)
SCHWEIZER AIRCRAFT;19233;Model 330 (Schweizer);19262;;;;SCHWEIZER 330
Model 330 (Schweizer);19262;Model 333 (Schweizer);19264;;;;SCHWEIZER 333
Model 333 (Schweizer);19264;RQ-8A FIRE SCOUT (Northrop Grumman-Ryan);24071;;;;FIRE SCOUT (Northrop Grumman-Ryan)| SCHWEIZER 330 FIRE SCOUT| MQ-8 SEASCOUT (Northrop Grumman-Ryan)| SEASCOUT (Northrop Grumman-Ryan)
Model 330 (Schweizer);19262;RQ-8A FIRE SCOUT (Northrop Grumman-Ryan);24071;;;;FIRE SCOUT (Northrop Grumman-Ryan)| SCHWEIZER 330 FIRE SCOUT| MQ-8 SEASCOUT (Northrop Grumman-Ryan)| SEASCOUT (Northrop Grumman-Ryan)
SCHWEIZER AIRCRAFT;19233;Model 333 (Schweizer);19264;;;;SCHWEIZER 333
Model 333 (Schweizer);19264;RQ-8A FIRE SCOUT (Northrop Grumman-Ryan);24071;;;;FIRE SCOUT (Northrop Grumman-Ryan)| SCHWEIZER 330 FIRE SCOUT| MQ-8 SEASCOUT (Northrop Grumman-Ryan)| SEASCOUT (Northrop Grumman-Ryan)
SCHWEIZER AIRCRAFT;19233;RG-8A (Schweizer);23780; RU-38 TWIN CONDOR (Schweizer)| SGM 2-37 (Schweizer);24102| 25527;;SA 2-37A (Schweizer Aircraft)| SA 2-37B (Schweizer Aircraft)
SCHWEIZER AIRCRAFT;19233;RU-38 TWIN CONDOR (Schweizer);24102;;;;RU-38A TWIN CONDOR (Schweizer Aircraft)| RU-38B (Schweizer Aircraft)| RU-38 CONDOR (Schweizer Aircraft)| CONDOR (Schweizer Aircraft)| SA 2-38A (Schweizer Aircraft)| TWIN CONDOR (Schweizer Aircraft)
SCHWEIZER AIRCRAFT;19233;SGM 1-30 (Schweizer);25525;;;;
SCHWEIZER AIRCRAFT;19233;SGM 2-31 (Schweizer);25526;;;;
SCHWEIZER AIRCRAFT;19233;SGM 2-37 (Schweizer);25527;;;;
SCHWEIZER AIRCRAFT;19233;SGP 1-1 (Schweizer);25528;;;;
SCHWEIZER AIRCRAFT;19233;SGS 1-21 (Schweizer);25529;;;;
SCHWEIZER AIRCRAFT;19233;SGS 1-23 (Schweizer);25530;;;;
SCHWEIZER AIRCRAFT;19233;SGS 1-26 (Schweizer);25531;;;;
SCHWEIZER AIRCRAFT;19233;SGS 1-34 (Schweizer);25532;;;;
SCHWEIZER AIRCRAFT;19233;SGS 1-35 (Schweizer);25533;;;;
SCHWEIZER AIRCRAFT;19233;SGS 1-36 SPRITE (Schweizer);25534;;;;SPRITE (Schweizer)
SCHWEIZER AIRCRAFT;19233;SGS 2-12 (Schweizer);25536;;;TG-3 : désignation USAAF;TG-3 (Schweizer)
SCHWEIZER AIRCRAFT;19233;SGS 2-25 (Schweizer);25540;;;;
SCHWEIZER AIRCRAFT;19233;SGS 2-32 (Schweizer);25541; YO-3A Q-STAR (Lockheed-Schweizer);30426;;
SCHWEIZER AIRCRAFT;19233;SGS 2-8 (Schweizer);25539; SGS 2-12 (Schweizer);25536;TG-2 : désignation USAAFLNS-1 : désignation US Navy;LNS-1 (Schweizer)| TG-2 (Schweizer)
SCHWEIZER AIRCRAFT;19233;SGU 1-19 (Schweizer);25545;;;;
SCHWEIZER AIRCRAFT;19233;SGU 1-6 (Schweizer);25546;;;;SGU 1-7 (Schweizer)
SCHWEIZER AIRCRAFT;19233;SGU 2-22 (Schweizer);25548;;;;
GRUMMAN;391;G-21 GOOSE (Grumman);12342; G-44 WIDGEON (Grumman);12357;;GOOSE (Grumman)
GRUMMAN;391;G-22 GULFHAWK II (Grumman);12345;;;Appareil conçu à la demande du pilote américain Al Williams, le Gulfhawk II combine les ailes du F2F et le fuselage du F3F;GULFHAWH II (Grumman)
GRUMMAN;391;G-44 WIDGEON (Grumman);12357; SCAN 30 (SCAN);25190;;SUPER WIDGEON (Grumman)| WIDGEON (Grumman)
GRUMMAN;391;G-73 MALLARD (Grumman);12360;;;;MALLARD (Grumman)| TURBO MALLARD (Grumman)
GRUMMAN;391;GA-7 COUGAR (Grumman-American Aviation);12523; GULFSTREAM AEROSPACE| TB 360 TANGARA (Socata);12336| 27124;;COUGAR (Grumman-American Aviation)
GRUMMAN;391;J2F DUCK (Grumman);15142;;;;XJL-1 DUCK (Grumman)| G-42 DUCK (Grumman)| G-15 DUCK (Grumman)| OA-12 DUCK (Grumman)| XJF-1 DUCK (Grumman)| G-20 DUCK (Grumman)| DUCK (Grumman)| JF DUCK (Grumman)
J2F DUCK (Grumman);15142;XJL-1 (Columbia Aircraft);30113;;;"JL 1946 = 2pChwAm| 1200hp Wright R-1820| span: 50'0"" length: 45'11"" v: 174/103/x range: 2070| ff: 10/25/46. Designed as replacement for J2F. POP: 2 prototypes as XJL-1 [31399/31400]| into post-war civil registry as [N54207] and [N54205] respectively";JL-1 (Columbia Aircraft)
GRUMMAN;391;JR2F ALBATROSS (Grumman);15475;;;;U-16 ALBATROSS (Grumman)| UF-2 ALBATROSS (Grumman)| LU-16 ALBATROSS (Grumman)| HU-16 ALBATROSS (Grumman)| A-16 ALBATROSS (Grumman)| TU-16 ALBATROSS (Grumman)| OA-16 ALBATROSS (Grumman)| G-64 ALBATROSS (Grumman)| SA-16 ALBATROSS (Grumman)| ALBATROSS (Grumman)| XJR2F-1 ALBATROSS (Grumman)| UF-1 ALBATROSS (Grumman)| PF-1 ALBATROSS (Grumman)
GRUMMAN;391;OV-1 MOHAWK (Grumman);21336;;;;MOHAWK (Grumman)| AO-1 MOHAWK (Grumman)| G-134 MOHAWK (Grumman)
GRUMMAN;391;S-2 TRACKER (Grumman);24204; S-2F3T TURBO-TRACKER (Marsh Aviation)| TRACKER FIRECAT (Conair);24227| 27516;;TRACKER (Grumman)
GRUMMAN;391;TBF AVENGER (Grumman);27143;;;Le Grumman Avenger dans sa version TBF est produit par Grumman, dans la version TBM par Eastern Aircraft, une division de General Motors.;TARPON (Grumman)| TBM AVENGER (Eastern Aircraft)| TBM AVENGER (Grumman)| XTBF-1 AVENGER (Grumman)| AVENGER (Eastern Aircraft)| AVENGER (Grumman)
TBF AVENGER (Grumman);27143;TBM-3W (Grumman);27155;;;;PREGNANT TURKEY (Grumman)| TURKEY (Grumman)
GRUMMAN;391;X-29 (Grumman);29796;;;;Model 712 (Grumman)| Forward Swept Wing (Grumman)| FSW (Grumman)| Advanced Technology Demonstrator Aircraft (Grumman)| ATDA (Grumman)
GRUMMAN;391;XF10F-1 JAGUAR (Grumman);30048;;;;G-83 (Grumman)| JAGUAR (Grumman)
GRUMMAN;391;XF12F-1 (Grumman);30051;;;;
GRUMMAN;391;XF5F SKYROCKET (Grumman);30062;;;;SKYROCKET (Grumman)
GRUMMAN;391;XP-50 (Grumman);30161;;;;
GRUMMAN;391;XTB2F (Grumman);30241;;;;
GRUMMAN;391;XTB3F-1 (Grumman);30242;;;;
GRUMMAN;391;XTSF-1 (Grumman);30252;;;;
CONSTRUCTEUR (C-H);33732;GRUNAU;4663; HIRTH Wolf| SCHNEIDER Edmund;14128| 25225;;
GRUNAU;4663;BABY (Grunau);4662;;;;
CONSTRUCTEUR (C-H);33732;GRYPHON (Drager-ESG);13188;;;;
CONSTRUCTEUR (C-H);33732;GUERCHAIS;13217;;;;
GUERCHAIS;13217;Type 3 (Guerchais);28070;;;;
GUERCHAIS;13217;Type 5 (Guerchais);28150;;;;
CONSTRUCTEUR (C-H);33732;GUERCHAIS-HENRIOT;30988;;;;
CONSTRUCTEUR (C-H);33732;GUILLEMIN;5297; BLERIOT;4010;;
GUILLEMIN;5297;J.G.10 (Guillemin);15114;;;;
GUILLEMIN;5297;J.G.40 (Guillemin);15115;;;;J.G.41 (Guillemin)
J.G.40 (Guillemin);15115;J.G.42 (Guillemin);15117;;;;
GUILLEMIN;5297;J.G.42 (Guillemin);15117;;;;
GUILLEMIN;5297;Type 10 (Guillemin);27886;;;;
CONSTRUCTEUR (C-H);33732;GUILLOTEL;9220;;;;Guillotel Denis
GUILLOTEL;9220;DG.01 OISEAU BLANC (Guillotel);9218;;;;OISEAU BLANC (Guillotel)
CONSTRUCTEUR (C-H);33732;GULFSTREAM;12507;;;;
GULFSTREAM;12507;G280 (Gulfstream);31925;;;;
GULFSTREAM;12507;G650 (Gulfstream);12506;;;;
GULFSTREAM;12507;X-54 (Gulfstream) low-boom;32141;;;;
CONSTRUCTEUR (C-H);33732;GULFSTREAM AEROSPACE;12336; G-159 GULFSTREAM I (Grumman);394;;GULFSTREAM AEROSPACE Corp.
GULFSTREAM AEROSPACE;12336;G100 (Gulfstream);12426;;;;ASTRA SPX (Gulfstream)
GULFSTREAM AEROSPACE;12336;G150 (Gulfstream);12459;;;;T-48 (Gulfstream-IAI)
GULFSTREAM AEROSPACE;12336;G250 (Gulfstream);30658;;;;
GULFSTREAM AEROSPACE;12336;G300 (Gulfstream);12472;;;;
G300 (Gulfstream);12472;G350 (Gulfstream);12475;;;;
G300 (Gulfstream);12472;G400 (Gulfstream);12476;;;;GIV-SP (Gulfstream)
G400 (Gulfstream);12476;G350 (Gulfstream);12475;;;;
G400 (Gulfstream);12476;GIV (Gulfstream);12896;;;;S-102 KORPEN (Gulfstream)| KORPEN (Gulfstream)| C-20H (Gulfstream)| C-20G (Gulfstream)| GULFSTREAM IV (Gulfstream)
GULFSTREAM AEROSPACE;12336;G350 (Gulfstream);12475;;;;
GULFSTREAM AEROSPACE;12336;G400 (Gulfstream);12476;;;;GIV-SP (Gulfstream)
G400 (Gulfstream);12476;G350 (Gulfstream);12475;;;;
